epoch,train_energy_rmse,test_energy_rmse,train_force_rmse,test_force_rmse,learning_rates,epoch_times
0,1.1949053120309059,1.1530442460160968,nan,nan,nan,nan
1,1.1094223863884285,0.9760479352910465,nan,nan,nan,nan
2,0.9862092829596986,0.8233904816984872,nan,nan,nan,nan
3,0.7482476053751133,0.6997522782661552,nan,nan,nan,nan
4,0.6824971158197748,0.5987011161528651,nan,nan,nan,nan
5,0.5984220939479039,0.5391460634980326,nan,nan,nan,nan
6,0.6940285800649596,0.5003907586644616,nan,nan,nan,nan
7,0.5361172545126291,0.4717546967560958,nan,nan,nan,nan
8,0.516192606533803,0.44415689733757563,nan,nan,nan,nan
9,0.4642079708652864,0.4091164115943205,nan,nan,nan,nan
10,0.4442141185382214,0.37976507364362755,nan,nan,nan,nan
11,0.49756908755286516,0.3479568855913665,nan,nan,nan,nan
12,0.42519587131742365,0.31877122454893797,nan,nan,nan,nan
13,0.39704114276127195,0.29247810277646324,nan,nan,nan,nan
14,0.31328982967670127,0.2774225922948801,nan,nan,nan,nan
15,0.37120006737796557,0.2671471306415557,nan,nan,nan,nan
16,0.41055043103299294,0.25873195355361933,nan,nan,nan,nan
17,0.32323901941771893,0.24575460503226237,nan,nan,nan,nan
18,0.2594208268023423,0.23274409290116022,nan,nan,nan,nan
19,0.3301926263470526,0.22301326687317882,nan,nan,nan,nan
20,0.27676093291028747,0.21776883648375736,nan,nan,nan,nan
21,0.2562028591149321,0.2230088598168964,nan,nan,nan,nan
22,0.24792370270745873,0.22436356328107326,nan,nan,nan,nan
23,0.32854950019732504,0.20994142023357432,nan,nan,nan,nan
24,0.2299032658470185,0.19471402846515168,nan,nan,nan,nan
25,0.23905151303934974,0.1833074031835571,nan,nan,nan,nan
26,0.30112769149411694,0.18037442393003744,nan,nan,nan,nan
27,0.2205618457640451,0.17822146391085308,nan,nan,nan,nan
28,0.1914716558729568,0.1895113028939603,nan,nan,nan,nan
29,0.22295763292493848,0.18146976922211594,nan,nan,nan,nan
30,0.20805033247174026,0.16324635985235098,nan,nan,nan,nan
31,0.20080989134339305,0.15968109862362753,nan,nan,nan,nan
32,0.20359495022154245,0.1655374915092728,nan,nan,nan,nan
33,0.21087069141580989,0.16042719175729217,nan,nan,nan,nan
34,0.19170988435698197,0.143335332177579,nan,nan,nan,nan
35,0.1839179578491083,0.14002401653295046,nan,nan,nan,nan
36,0.18658837877678683,0.14850764925758678,nan,nan,nan,nan
37,0.2452986300229787,0.15563971306278868,nan,nan,nan,nan
38,0.1889422788835447,0.1530761126776224,nan,nan,nan,nan
39,0.18068718105181963,0.1481284243594855,nan,nan,nan,nan
40,0.17364265997342393,0.1411560144579324,nan,nan,nan,nan
41,0.17283245233288855,0.13663890786874944,nan,nan,nan,nan
42,0.2211774469907141,0.14732589778018312,nan,nan,nan,nan
43,0.1642749750088381,0.1379446849326543,nan,nan,nan,nan
44,0.16579577589354624,0.14386556603611533,nan,nan,nan,nan
45,0.16501995746250303,0.16867352852871345,nan,nan,nan,nan
46,0.16438225605608953,0.16685840393612106,nan,nan,nan,nan
47,0.15325398028540002,0.15041525002799438,nan,nan,nan,nan
48,0.15313306186505385,0.15144487850325078,nan,nan,nan,nan
49,0.14915395729771214,0.17888793864236235,nan,nan,nan,nan
50,0.16193335636475398,0.1735743549781896,nan,nan,nan,nan
51,0.19492592250399982,0.16528232158903744,nan,nan,nan,nan
52,0.14308044098643943,0.15835823472614224,nan,nan,nan,nan
53,0.14379044889096532,0.16145764456958528,nan,nan,nan,nan
54,0.14672821989375157,0.17849615161365917,nan,nan,nan,nan
55,0.1404280851773552,0.16456670163187542,nan,nan,nan,nan
56,0.13519699737126684,0.1715053554179572,nan,nan,nan,nan
57,0.13412984397240665,0.18154390187863687,nan,nan,nan,nan
58,0.12797164280276327,0.1900144699654151,nan,nan,nan,nan
59,0.1323322335487976,0.19482864045002388,nan,nan,nan,nan
60,0.13470311111450137,0.18468477082014848,nan,nan,nan,nan
61,0.12604945008986287,0.19003393995386356,nan,nan,nan,nan
62,0.12639057563387227,0.19813578216211852,nan,nan,nan,nan
63,0.122450260991856,0.1952252694005845,nan,nan,nan,nan
64,0.12558071834013718,0.19849453670391531,nan,nan,nan,nan
65,0.123986906168377,0.20585481977991135,nan,nan,nan,nan
66,0.11985210268488522,0.19931850939714207,nan,nan,nan,nan
67,0.12950174503684667,0.21234971608599548,nan,nan,nan,nan
68,0.11420767355922609,0.2016821467980821,nan,nan,nan,nan
69,0.1198892464485047,0.21125584136942155,nan,nan,nan,nan
70,0.12043842013431047,0.2075714076254354,nan,nan,nan,nan
71,0.12018917972473422,0.1980151476244919,nan,nan,nan,nan
72,0.1137348925565734,0.20968167040311622,nan,nan,nan,nan
73,0.11088033385464635,0.21422177265692954,nan,nan,nan,nan
74,0.11113190742580803,0.1945573434591546,nan,nan,nan,nan
75,0.1049648516259486,0.21744148517641723,nan,nan,nan,nan
76,0.1466536752006034,0.20877779142885106,nan,nan,nan,nan
77,0.11556106656795809,0.20624027730186253,nan,nan,nan,nan
78,0.10948799272859926,0.1925042477334166,nan,nan,nan,nan
79,0.10715368621522299,0.20626284888408555,nan,nan,nan,nan
80,0.1093230170231803,0.20317753097355185,nan,nan,nan,nan
81,0.10183470230730667,0.20413124522040482,nan,nan,nan,nan
82,0.10707394979845837,0.1996567643773554,nan,nan,nan,nan
83,0.1130100542092762,0.18541008542447426,nan,nan,nan,nan
84,0.10201717992274277,0.23403106874990012,nan,nan,nan,nan
85,0.10235274454303991,0.20522990328019033,nan,nan,nan,nan
86,0.10492762634798043,0.18658266105634622,nan,nan,nan,nan
87,0.10279801950395961,0.19479228866313952,nan,nan,nan,nan
88,0.10582711721865963,0.19027522025677426,nan,nan,nan,nan
89,0.08857536349348763,0.21580147781648804,nan,nan,nan,nan
90,0.0960901438010846,0.18910507199121113,nan,nan,nan,nan
91,0.0952995332133304,0.18542385738576111,nan,nan,nan,nan
92,0.0916895018730146,0.20603298333633616,nan,nan,nan,nan
93,0.09254752774558013,0.19217414043277178,nan,nan,nan,nan
94,0.08958712702234335,0.19008617391878202,nan,nan,nan,nan
95,0.08664329047093575,0.1906554845443863,nan,nan,nan,nan
96,0.09386427387198362,0.18082893286562243,nan,nan,nan,nan
97,0.08847462077999534,0.18749977544751273,nan,nan,nan,nan
98,0.08297350434481524,0.19571716925899016,nan,nan,nan,nan
99,0.08390862450923404,0.2074276311138282,nan,nan,nan,nan
100,0.08612154393797694,0.17776021708132617,nan,nan,nan,nan
101,0.09178268739852759,0.19869358399885828,nan,nan,nan,nan
102,0.08737901237141613,0.18293757400855845,nan,nan,nan,nan
103,0.09299721049666951,0.16377970731106503,nan,nan,nan,nan
104,0.08834052420078235,0.20798093879318771,nan,nan,nan,nan
105,0.09478602101152749,0.18697850019389056,nan,nan,nan,nan
106,0.08334352116888849,0.17760786407056156,nan,nan,nan,nan
107,0.09374065845810223,0.17301456475547786,nan,nan,nan,nan
108,0.07941787754940481,0.18119465269924878,nan,nan,nan,nan
109,0.07569074603862345,0.17729420016668512,nan,nan,nan,nan
110,0.07371681825219441,0.17703325044539994,nan,nan,nan,nan
111,0.07678819551674719,0.18084395742216727,nan,nan,nan,nan
112,0.07195739337850908,0.16925912909912427,nan,nan,nan,nan
113,0.06805532348359473,0.18118676852381954,nan,nan,nan,nan
114,0.07784220890817797,0.18065828775878118,nan,nan,nan,nan
115,0.07455966591633087,0.1715987571716806,nan,nan,nan,nan
116,0.07081905160827835,0.17246296106551776,nan,nan,nan,nan
117,0.0731094822676385,0.18956114739864263,nan,nan,nan,nan
118,0.09122271980751218,0.1860483091159332,nan,nan,nan,nan
119,0.0704360349651483,0.17392340403150758,nan,nan,nan,nan
120,0.06792192406333084,0.18668165548017512,nan,nan,nan,nan
121,0.07625614095523317,0.1902827801307867,nan,nan,nan,nan
122,0.07339783190778074,0.1741764080969835,nan,nan,nan,nan
123,0.07000629332619204,0.1849235102904434,nan,nan,nan,nan
124,0.07293951908098004,0.1822538783903079,nan,nan,nan,nan
125,0.08462921512293106,0.17111544472522092,nan,nan,nan,nan
126,0.06611778343986584,0.18888280213485384,nan,nan,nan,nan
127,0.0674766536361387,0.19638637821546787,nan,nan,nan,nan
128,0.06399981302320071,0.17548885062924865,nan,nan,nan,nan
129,0.06656582505414904,0.18383139252604,nan,nan,nan,nan
130,0.08525667849872162,0.1863621175654607,nan,nan,nan,nan
