epoch,train_energy_rmse,test_energy_rmse,train_force_rmse,test_force_rmse,learning_rates,epoch_times
0,2.060125596518424,2.0575243399525616,nan,nan,nan,nan
1,1.8538779927720388,1.8343644606568232,nan,nan,nan,nan
2,1.6628606987858112,1.6166272363381482,nan,nan,nan,nan
3,1.433737930468626,1.4047697381248612,nan,nan,nan,nan
4,1.207754734010057,1.2007389649470452,nan,nan,nan,nan
5,1.0474909684275797,1.012097659270207,nan,nan,nan,nan
6,0.8878314055898395,0.8446643794670907,nan,nan,nan,nan
7,0.7091004699800455,0.7183469325322726,nan,nan,nan,nan
8,0.7109245322410066,0.6276216983165747,nan,nan,nan,nan
9,0.53798822928929,0.5837782475136728,nan,nan,nan,nan
10,0.5032715126392489,0.5601624950874962,nan,nan,nan,nan
11,0.46917224842705635,0.5481552896561113,nan,nan,nan,nan
12,0.4706875272785835,0.525876804014593,nan,nan,nan,nan
13,0.44821551062626896,0.4994934255278042,nan,nan,nan,nan
14,0.4064029973420748,0.4721486977091665,nan,nan,nan,nan
15,0.4206502986544708,0.4489040249089232,nan,nan,nan,nan
16,0.4261241646009234,0.42536667567002256,nan,nan,nan,nan
17,0.3820764255144725,0.4083809795362463,nan,nan,nan,nan
18,0.34586477846195907,0.3926165830046883,nan,nan,nan,nan
19,0.34990444093477147,0.3808599988524192,nan,nan,nan,nan
20,0.3404719728885464,0.36220546288076266,nan,nan,nan,nan
21,0.3228452569140625,0.35035467387266617,nan,nan,nan,nan
22,0.3089415153921784,0.33303803736633236,nan,nan,nan,nan
23,0.31581789089903695,0.32190139040483984,nan,nan,nan,nan
24,0.2962989069878956,0.3188613409755444,nan,nan,nan,nan
25,0.29329563802412634,0.31687026633016757,nan,nan,nan,nan
26,0.26793584087636646,0.31578579887449093,nan,nan,nan,nan
27,0.27398079289634863,0.3109808155478851,nan,nan,nan,nan
28,0.23079973762452588,0.293221371195571,nan,nan,nan,nan
29,0.2278854556431929,0.2839892543927983,nan,nan,nan,nan
30,0.2275172833613825,0.27967099868388823,nan,nan,nan,nan
31,0.24265771435568845,0.27166061611001624,nan,nan,nan,nan
32,0.2355705116159411,0.27802078903096594,nan,nan,nan,nan
33,0.2319878977290098,0.28706740359936467,nan,nan,nan,nan
34,0.2176083183223719,0.278243876578288,nan,nan,nan,nan
35,0.21413980940265748,0.2773518108111188,nan,nan,nan,nan
36,0.19735334045202513,0.27912839305614057,nan,nan,nan,nan
37,0.2452160833967197,0.284745431193334,nan,nan,nan,nan
38,0.1951861318727548,0.2778296549017494,nan,nan,nan,nan
39,0.19619220736307383,0.255121826772175,nan,nan,nan,nan
40,0.18322393250032698,0.24929102576251477,nan,nan,nan,nan
41,0.1734306798973174,0.25443836647252843,nan,nan,nan,nan
42,0.15766276792164763,0.2595325194178151,nan,nan,nan,nan
43,0.16876262972218614,0.2669829418574049,nan,nan,nan,nan
44,0.17184655377429608,0.2763424742974713,nan,nan,nan,nan
45,0.16617360975611223,0.27438573205949673,nan,nan,nan,nan
46,0.16139356506782268,0.2446751442428285,nan,nan,nan,nan
47,0.1613837265405391,0.22122332211394327,nan,nan,nan,nan
48,0.15628675256198035,0.21002269784722422,nan,nan,nan,nan
